Country,product,Year,values,price_per_thousands,US_inflation_adjusted_price,qty_in_thousands
Argentina,paper bag,2015,301124,147.32,161.04344421110102,2044.013032853652
Argentina,plastic bag,2015,532558,955.76,1044.79284713007,557.208922742111
Australia,textile bag,2015,584209,18630.0,20365.458631908856,31.358507783145463
Australia,paper bag,2015,618754,960.755,1050.2531512560163,644.0289147597463
Australia,plastic bag,2015,2416467,59.46,64.99893560135804,40640.21190716448
Austria,textile bag,2015,322623,5740.0,6274.703840427096,56.20609756097561
Austria,paper bag,2015,7387664,207.645,226.9879580044398,35578.33802884731
Austria,plastic bag,2015,197163,35.14,38.41343082798051,5610.785429709733
Bangladesh,textile bag,2015,113545685,16160.0,17665.368303362695,7026.341893564357
Bangladesh,plastic bag,2015,3014912,10.33,11.292280604810436,291859.825750242
Belgium,textile bag,2015,954970,7940.0,8679.642594597759,120.27329974811083
Belgium,paper bag,2015,38081891,455.295,497.7075409455148,83642.23415587695
Belgium,plastic bag,2015,4023460,97.91,107.03070610038623,41093.45317127975
Bolivia,plastic bag,2015,355,7.1,7.7613932520962345,50.0
Bosnia-Herzegov,textile bag,2015,52448,5660.0,6187.251522093617,9.266431095406361
Brazil,textile bag,2015,338200,10690.0,11685.81603731109,31.637043966323667
Brazil,paper bag,2015,13068523,106.67999999999999,116.61766649769382,122502.09036370454
Brazil,plastic bag,2015,8222707,72.52,79.2755265692984,113385.3695532267
Bulgaria,paper bag,2015,176030,2585.72,2826.5901070155314,68.07775010441966
Bulgaria,plastic bag,2015,49589,59.69,65.25036101656679,830.7756743173061
Burma,textile bag,2015,129256,6150.0,6722.896971886174,21.017235772357722
Cambodia,textile bag,2015,7862737,3210.0,3509.0242731308326,2449.4507788161995
Cambodia,paper bag,2015,20449,156.21,170.76158308590882,130.9071122207285
Cambodia,plastic bag,2015,16409359,15.36,16.790845120027907,1068317.6432291667
Canada,textile bag,2015,18980457,3130.0,3421.571954797354,6064.0437699680515
Canada,paper bag,2015,717547953,151.13,165.2083608717329,4747885.615033415
Canada,plastic bag,2015,452995662,28.8,31.482834600052332,15729016.041666666
Chile,paper bag,2015,11657464,98.425,107.59368039965801,118440.07112014224
Chile,plastic bag,2015,1009888,26.74,29.230937402965253,37766.94091249065
China,textile bag,2015,1235445692,2650.0,2896.8580447964814,466205.92150943395
China,paper bag,2015,905553285,228.6,249.8949996379153,3961300.4593175855
China,plastic bag,2015,1012275632,10.47,11.445322161894023,96683441.45176695
Colombia,textile bag,2015,1991816,17240.0,18845.974600864658,115.53457076566126
Colombia,paper bag,2015,866665,114.3,124.94749981895765,7582.370953630796
Colombia,plastic bag,2015,3260235,6.92,7.564625535845907,471132.22543352604
Costa Rica,paper bag,2015,2621273,1510.03,1650.6953031637854,1735.9078958696184
Costa Rica,plastic bag,2015,9292130,7.24,7.914434809179821,1283443.3701657457
Croatia,plastic bag,2015,24095,5.12,5.596948373342636,4706.0546875
Cyprus,paper bag,2015,5240,333.375,364.4302078052932,15.7180352455943
Czech Republic,textile bag,2015,262699,1160.0,1268.058615835441,226.46465517241379
Czech Republic,paper bag,2015,1095826,215.26500000000001,235.3177913257037,5090.5906673170275
Czech Republic,plastic bag,2015,29056,0.77,0.8417285639597324,37735.06493506493
Denmark,textile bag,2015,127876,15120.0,16528.488165027473,8.457407407407407
Denmark,paper bag,2015,5711596,580.39,634.4556379695962,9840.962111683524
Denmark,plastic bag,2015,12302281,14.53,15.883527317318066,846681.4177563662
Dominican Rep,textile bag,2015,99406,14210.0,15533.71804398415,6.995496129486277
Dominican Rep,paper bag,2015,3126935,113.03,123.5591942654137,27664.646554012208
Dominican Rep,plastic bag,2015,2014973,12.95,14.156344030231864,155596.37065637065
Ecuador,plastic bag,2015,5497705,13.12,14.342180206690506,419032.39329268294
Egypt,paper bag,2015,393589,151.13,165.2083608717329,2604.30754979157
Egypt,plastic bag,2015,113009,15.9,17.38114826877889,7107.4842767295595
El Salvador,textile bag,2015,878590,5010.0,5476.701435634102,175.36726546906186
El Salvador,paper bag,2015,493125,333.375,364.4302078052932,1479.1901012373453
El Salvador,plastic bag,2015,1954541,41.86,45.75942556799272,46692.331581462015
Estonia,textile bag,2015,1843062,190340.0,208070.9283949292,9.682998844173584
Finland,textile bag,2015,2400142,6850.0,7488.104757304112,350.38569343065694
Finland,paper bag,2015,8278052,128.27,140.21886090794143,64536.150307944175
Finland,plastic bag,2015,96069,103.12,112.72603833185406,931.623351435221
France,textile bag,2015,5752817,5420.0,5924.894567093182,1061.4053505535055
France,paper bag,2015,69587995,247.65,270.719582941075,280993.31718150614
France,plastic bag,2015,15808066,58.5,63.9495077813563,270223.35042735044
Germany,textile bag,2015,5581143,5190.0,5673.469151884431,1075.364739884393
Germany,paper bag,2015,403598449,177.79999999999998,194.36277749615638,2269957.5309336334
Germany,plastic bag,2015,37684144,9.75,10.658251296892717,3865040.4102564105
Greece,paper bag,2015,1118175,379.09499999999997,414.40920773287627,2949.590472045266
Greece,plastic bag,2015,945956,157.16,171.8000793661189,6019.063374904556
Guatemala,textile bag,2015,1385669,830.0,907.3178027098414,1669.4807228915663
Guatemala,paper bag,2015,135878,264.16,288.7675551371467,514.3776499091459
Guatemala,plastic bag,2015,523963,0.23,0.2514254152087513,2278100.0
Honduras,textile bag,2015,4838497,1000.0,1093.1539791684836,4838.497
Honduras,paper bag,2015,115452,704.85,770.5095822169058,163.79655245796977
Honduras,plastic bag,2015,1579090,8.51,9.302740362723796,185556.9917743831
Hong Kong,textile bag,2015,9142805,1380.0,1508.5524912525073,6625.221014492754
Hong Kong,paper bag,2015,4972722,363.21999999999997,397.05538831357666,13690.661307196742
Hong Kong,plastic bag,2015,28022286,11.16,12.199598407520277,2510957.5268817204
Hungary,textile bag,2015,101834,36800.0,40228.0664334002,2.7672282608695653
Hungary,paper bag,2015,354146,354.33,387.33724943876877,999.4807100725313
Hungary,plastic bag,2015,16711,1.29,1.4101686331273438,12954.263565891473
India,textile bag,2015,160609009,1670.0,1825.5671452113677,96173.05928143712
India,paper bag,2015,34438895,138.43,151.32530533629318,248782.01979339737
India,plastic bag,2015,62043998,9.07,9.914906591058147,6840573.098125689
Indonesia,textile bag,2015,28021307,9010.0,9849.31735230804,3110.022974472808
Indonesia,paper bag,2015,43997973,177.165,193.66862471938438,248344.61095588858
Indonesia,plastic bag,2015,3478744,13.05,14.26565942814871,266570.42145593866
Ireland,textile bag,2015,256941,35960.0,39309.81709089867,7.1451890989988875
Ireland,paper bag,2015,4496379,1786.89,1953.3459138363717,2516.315497876198
Ireland,plastic bag,2015,606297,81.78,89.39813241639861,7413.756419662509
Israel,textile bag,2015,1008331,7490.0,8187.723303971941,134.62363150867824
Israel,paper bag,2015,5995066,210.185,229.7645691115277,28522.806099388632
Israel,plastic bag,2015,16263579,45.13,49.33403907987367,360371.79259915795
Italy,textile bag,2015,3486998,16990.0,18572.686106072542,205.23825779870512
Italy,paper bag,2015,58572463,141.605,154.79606922015313,413632.7318950602
Italy,plastic bag,2015,2698307,10.72,11.718610656686144,251707.74253731343
Japan,textile bag,2015,799048,1280.0,1399.237093335659,624.25625
Japan,paper bag,2015,316495009,193.67499999999998,211.71659691545608,1634155.2033045052
Japan,plastic bag,2015,13389765,24.29,26.55271015400246,551245.9860024701
Jordan,plastic bag,2015,440495,11.58,12.65872307877104,38039.29188255613
Kenya,textile bag,2015,257910,2000.0,2186.307958336967,128.955
Laos,plastic bag,2015,2185395,68.73,75.13247298824989,31796.8136185072
Latvia,paper bag,2015,3131,5680.71,6209.890741002197,0.5511634989288311
Lebanon,paper bag,2015,5880,476.25,520.6145825789903,12.346456692913385
Lithuania,textile bag,2015,3970,23820.0,26038.92778379328,0.16666666666666666
Lithuania,paper bag,2015,17066,338.455,369.98343001946904,50.42324681272252
Luxembourg,paper bag,2015,175605,144.78,158.26683310401307,1212.9092416079568
Malaysia,textile bag,2015,2056027,21060.0,23021.822801288265,97.62711301044634
Malaysia,paper bag,2015,12893463,848.36,927.3881097673748,15198.103399500213
Malaysia,plastic bag,2015,123602791,12.41,13.566040881480882,9959934.810636584
Mexico,textile bag,2015,94838350,8570.0,9368.329601473906,11066.318553092182
Mexico,paper bag,2015,365815206,212.09,231.8470274418437,1724811.193361309
Mexico,plastic bag,2015,215440464,50.56,55.26986518675853,4261085.126582278
Morocco,textile bag,2015,248145,181650.0,198571.42031595507,1.3660611065235342
Nepal,textile bag,2015,109247,910.0,994.7701210433202,120.05164835164835
Nepal,paper bag,2015,414864,4864.099999999999,5317.210270073421,85.29100964207151
Netherlands,textile bag,2015,1006377,5840.0,6384.019238343945,172.32482876712328
Netherlands,paper bag,2015,20404264,209.54999999999998,229.0704163347557,97371.81579575282
Netherlands,plastic bag,2015,3678629,23.43,25.61259773191757,157005.0789586001
New Zealand,textile bag,2015,2259430,37310.0,40785.574962776125,60.558295363173414
New Zealand,paper bag,2015,303661,415.29,453.9759160088796,731.2022923740037
New Zealand,plastic bag,2015,159660,54.6,59.68620726259921,2924.175824175824
Norway,paper bag,2015,167849,6830.06,7466.307266959494,24.575040336395286
Norway,plastic bag,2015,103055,93.67,102.39573322871186,1100.1921639799295
Oman,plastic bag,2015,78794,2.97,3.2466673181303967,26529.96632996633
Pakistan,textile bag,2015,3949270,930.0,1016.6332006266898,4246.5268817204305
Pakistan,paper bag,2015,20464,485.77500000000003,531.0268742305701,42.12649889352066
Pakistan,plastic bag,2015,148356,17.22,18.82411152128129,8615.331010452963
Panama,paper bag,2015,17611,307.34,335.9699439576417,57.301360057265576
Panama,plastic bag,2015,25952,145.19,158.71502623547212,178.74509263723397
Peru,textile bag,2015,775871,13160.0,14385.906365857243,58.95676291793313
Peru,paper bag,2015,632147,84.455,92.32231931067427,7485.01568882837
Peru,plastic bag,2015,3224138,45.86,50.13204148466666,70303.92498909726
Philippines,textile bag,2015,22804799,13970.0,15271.361088983716,1632.41224051539
Philippines,paper bag,2015,997554,2486.66,2718.3022738391023,401.1622015072427
Philippines,plastic bag,2015,19156905,7.49,8.187723303971941,2557664.2189586116
Poland,textile bag,2015,2130232,9010.0,9849.31735230804,236.42974472807992
Poland,paper bag,2015,10616091,323.215,353.32376337694143,32845.29183360921
Poland,plastic bag,2015,961267,22.98,25.12067844129176,41830.59181897302
Portugal,textile bag,2015,484217,16110.0,17610.710604404274,30.056921166977034
Portugal,paper bag,2015,834653,276.86,302.65061067258637,3014.711406487033
Portugal,plastic bag,2015,123287,531.04,580.5084890976314,232.1614191021392
Qatar,plastic bag,2015,183115,11.61,12.691517698146093,15772.179155900087
Romania,textile bag,2015,219498,48990.0,53553.61343946402,4.480465401102266
Romania,paper bag,2015,153796,104.14,113.84105539060589,1476.8196658344536
Romania,plastic bag,2015,18820,14.32,15.653964981692688,1314.2458100558658
Russia,paper bag,2015,343324,213.35999999999999,233.23533299538764,1609.1301087364081
Russia,plastic bag,2015,171115,11.84,12.942943113354847,14452.280405405405
Singapore,textile bag,2015,8629,490.0,535.645449792557,17.610204081632652
Singapore,paper bag,2015,3044042,259.715,283.9084856997427,11720.701538224594
Singapore,plastic bag,2015,10217627,10.87,11.882583753561416,939984.0846366147
Slovakia,paper bag,2015,33040,995.045,1087.7374012017037,33.20452843841233
Slovakia,plastic bag,2015,131074,3.36,3.672997370006105,39010.119047619046
Slovenia,paper bag,2015,67657,254.0,277.66111070879487,266.36614173228344
Slovenia,plastic bag,2015,2975,112.25,122.70653416166229,26.50334075723831
South Africa,textile bag,2015,2447433,12200.0,13336.478545855503,200.60926229508198
South Africa,paper bag,2015,169713,4485.64,4903.4952151173175,37.83473484274261
South Africa,plastic bag,2015,1272036,2703.17,2954.98104186887,470.571958108443
South Korea,textile bag,2015,6531798,11380.0,12440.092282937343,573.9717047451669
South Korea,paper bag,2015,66674093,241.935,264.4722079501271,275586.8022402711
South Korea,plastic bag,2015,91202715,22.9,25.033226122958272,3982651.3100436684
Spain,textile bag,2015,837219,7610.0,8318.901781472161,110.0156373193167
Spain,paper bag,2015,28289618,201.295,220.0464302367199,140538.10576517053
Spain,plastic bag,2015,7146871,30.69,33.54889562068076,232872.95536005212
Sri Lanka,textile bag,2015,15101409,1130.0,1235.2639964603864,13364.078761061946
Sri Lanka,paper bag,2015,230540,302.895,331.1108745202378,761.1218409019627
Sri Lanka,plastic bag,2015,23543743,6.73,7.356926279803895,3498327.340267459
Sweden,textile bag,2015,319437,20680.0,22606.424289204242,15.44666344294004
Sweden,paper bag,2015,7059685,215.26500000000001,235.3177913257037,32795.32204492138
Sweden,plastic bag,2015,763157,28.28,30.91439453088472,26985.74964639321
Switzerland,textile bag,2015,90761,3510.0,3836.9704668813774,25.85783475783476
Switzerland,paper bag,2015,18769923,1199.515,1311.2545953222839,15647.926870443469
Switzerland,plastic bag,2015,6014832,261.68,286.05653326880883,22985.447875267502
Taiwan,textile bag,2015,12923945,6880.0,7520.899376679168,1878.4803779069769
Taiwan,paper bag,2015,171848356,221.615,242.25931909342353,775436.4821875775
Taiwan,plastic bag,2015,103900976,13.07,14.287522507732081,7949577.352716143
Thailand,textile bag,2015,9243983,4960.0,5422.043736675679,1863.70625
Thailand,paper bag,2015,4533810,986.79,1078.713415103668,4594.503389778981
Thailand,plastic bag,2015,166739224,7.75,8.471943338555747,21514738.580645163
Tunisia,textile bag,2015,41061,18760.0,20507.56864920076,2.1887526652452025
Turkey,textile bag,2015,15434461,1650.0,1803.7040656279983,9354.218787878788
Turkey,paper bag,2015,2662416,162.56,177.7031108536287,16378.051181102363
Turkey,plastic bag,2015,20649588,29.04,31.745191555052763,711073.9669421487
Ukraine,textile bag,2015,7645,103310.0,112933.73758789603,0.07400058077630432
Ukraine,paper bag,2015,185123,176.53,192.9744719426124,1048.6772786495212
United Arab Em,paper bag,2015,276847,402.59,440.0928604734398,687.6648699669639
United Arab Em,plastic bag,2015,62556,269.49,294.59406584611463,232.1273516642547
United Kingdom,textile bag,2015,2313856,9680.0,10581.730518350922,239.03471074380164
United Kingdom,paper bag,2015,98741923,450.215,492.15431873133883,219321.70851704187
United Kingdom,plastic bag,2015,9370875,21.42,23.41535823378892,437482.49299719883
Venezuela,plastic bag,2015,35212,8605.5,9407.136567734386,4.091801754691767
Vietnam,textile bag,2015,94027678,2860.0,3126.4203804218632,32876.81048951049
Vietnam,paper bag,2015,22297298,222.885,243.64762464696744,100039.47327096933
Vietnam,plastic bag,2015,44151334,9.81,10.723840535642827,4500645.667686034
Argentina,paper bag,2016,43747,264.16,288.4214493978692,165.60796486977588
Argentina,plastic bag,2016,121422,364.08,397.5184785613878,333.5036255767963
Australia,textile bag,2016,187906,33790.0,36893.40087505299,5.560994377034626
Australia,paper bag,2016,813461,852.17,930.4365026248566,954.5759648896347
Australia,plastic bag,2016,2622816,99.52,108.66029165685924,26354.662379421225
Austria,textile bag,2016,432497,12770.0,13942.844900101414,33.86820673453406
Austria,paper bag,2016,10639124,142.24,155.30385736808344,74796.99100112486
Austria,plastic bag,2016,215789,66.0,72.06168859880135,3269.530303030303
Bangladesh,textile bag,2016,115946155,16210.0,17698.787457372273,7152.754780999383
Bangladesh,plastic bag,2016,3328131,8.28,9.040466387849621,401948.1884057971
Belgium,textile bag,2016,968089,4530.0,4946.0522629177285,213.70618101545253
Belgium,paper bag,2016,31667469,540.385,590.0159938403525,58601.68028350158
Belgium,plastic bag,2016,4452832,117.74,128.55368508519499,37819.1948360795
Bolivia,plastic bag,2016,6261,9.94,10.852927040486144,629.8792756539236
Bosnia-Herzegov,textile bag,2016,50590,5260.0,5743.098212571138,9.61787072243346
Brazil,textile bag,2016,513709,1860.0,2030.8294059662198,276.18763440860215
Brazil,paper bag,2016,14430551,89.535,97.75823164687392,161172.1784776903
Brazil,plastic bag,2016,9191005,86.57,94.52091487876109,106168.47637749798
Bulgaria,paper bag,2016,148435,1261.11,1376.9350925580966,117.70186581662188
Bulgaria,plastic bag,2016,13890,106.85,116.66350646639277,129.99532054281704
Burma,textile bag,2016,146643,12500.0,13648.047083106318,11.73144
Cambodia,textile bag,2016,13046198,3930.0,4290.9460029286265,3319.6432569974554
Cambodia,paper bag,2016,2056,513.715,560.8965205838371,4.002219129283747
Cambodia,plastic bag,2016,19041990,18.48,20.17727280766438,1030410.7142857143
Canada,textile bag,2016,20022191,9290.0,10143.228592164616,2155.241227125942
Canada,paper bag,2016,740548614,153.67,167.7836316208758,4819083.841999089
Canada,plastic bag,2016,455427986,42.62,46.53438133455929,10685780.994838106
Chile,paper bag,2016,10422356,97.79,106.77140194055734,106578.95490336434
Chile,plastic bag,2016,1939124,48.35,52.79064611745523,40105.9772492244
China,textile bag,2016,1141362314,2680.0,2926.1412946179944,425881.4604477612
China,paper bag,2016,905821397,208.915,228.1025405093725,4335837.048560419
China,plastic bag,2016,996741008,9.62,10.50353703515862,103611331.3929314
Colombia,textile bag,2016,2240751,19710.0,21520.240640642038,113.68599695585996
Colombia,paper bag,2016,1346476,110.49,120.63781777699336,12186.40600959363
Colombia,plastic bag,2016,4746707,13.32,14.543358971758092,356359.3843843844
Costa Rica,paper bag,2016,2277002,8122.92,8868.959568984477,280.318161449331
Costa Rica,plastic bag,2016,8579869,6.42,7.0096369818834035,1336428.1931464174
Croatia,plastic bag,2016,103747,5.17,5.6448322735727725,20067.117988394584
Cyprus,paper bag,2016,123403,348.615,380.6331147101686,353.98075240594926
Czech Republic,textile bag,2016,127430,4300.0,4694.928196588572,29.634883720930233
Czech Republic,paper bag,2016,2085310,172.085,187.88993458370805,12117.906848359822
Czech Republic,plastic bag,2016,34968,448.2,489.3643762118601,78.01874163319947
Denmark,textile bag,2016,248946,9890.0,10798.33485215372,25.171486349848333
Denmark,paper bag,2016,7250780,247.01500000000001,269.70178801868053,29353.602007975223
Denmark,plastic bag,2016,11025821,263.68,287.89736438987785,41815.158525485436
Dominican Rep,textile bag,2016,24832,8150.0,8898.526698185316,3.0468711656441716
Dominican Rep,paper bag,2016,3894890,127.63499999999999,139.35747915618197,30515.84596701532
Dominican Rep,plastic bag,2016,649997,37.07,40.4746484296601,17534.313461019694
Ecuador,plastic bag,2016,4594606,12.79,13.964681775434382,359234.2455043003
Egypt,paper bag,2016,532314,158.75,173.33019795545022,3353.1590551181102
Egypt,plastic bag,2016,964559,9.85,10.754661101487779,97924.77157360407
El Salvador,textile bag,2016,787730,5510.0,6016.059154233264,142.96370235934666
El Salvador,paper bag,2016,856059,492.76,538.0169344537175,1737.2737235165193
El Salvador,plastic bag,2016,719369,28.8,31.445100479476952,24978.090277777777
Estonia,textile bag,2016,1453562,148750.0,162411.7602889652,9.77184537815126
Finland,textile bag,2016,1685495,11320.0,12359.671438461079,148.8953180212014
Finland,paper bag,2016,5337956,142.875,155.9971781599052,37361.02187226597
Finland,plastic bag,2016,40917,1370.78,1496.6775984464382,29.84942879236639
France,textile bag,2016,1908900,8450.0,9226.079828179869,225.90532544378698
France,paper bag,2016,78425614,229.23499999999999,250.2888058476701,342118.84747093596
France,plastic bag,2016,26830748,70.78,77.2807018033812,379072.4498445889
Germany,textile bag,2016,4691459,8800.0,9608.225146506846,533.1203409090909
Germany,paper bag,2016,325260249,194.945,212.84948308929285,1668471.871553515
Germany,plastic bag,2016,49689519,21.52,23.496477858275835,2308992.5185873606
Greece,paper bag,2016,865363,183.51500000000001,200.36970883650045,4715.489197068359
Greece,plastic bag,2016,1015875,31.35,34.22930208443064,32404.306220095692
Guatemala,textile bag,2016,914095,850.0,928.0672016512295,1075.4058823529413
Guatemala,paper bag,2016,107500,264.16,288.4214493978692,406.95033313143546
Guatemala,plastic bag,2016,655865,0.49,0.5350034456577675,1338500.0
Honduras,textile bag,2016,5952842,1890.0,2063.5847189656747,3149.651851851852
Honduras,paper bag,2016,50315,350.52,382.71307708563404,143.5438776674655
Honduras,plastic bag,2016,705304,0.99,1.0809253289820202,712428.2828282828
Hong Kong,textile bag,2016,9161501,1350.0,1473.9890849754822,6786.297037037037
Hong Kong,paper bag,2016,4482372,294.005,321.0075266134938,15245.90398122481
Hong Kong,plastic bag,2016,23136941,14.52,15.853571491736295,1593453.2369146007
Hungary,textile bag,2016,147413,5370.0,5863.201026902474,27.4512104283054
Hungary,paper bag,2016,1214397,500.38,546.3367839555791,2426.949518366042
Hungary,plastic bag,2016,112016,0.73,0.7970459496534088,153446.57534246575
India,textile bag,2016,155147482,1820.0,1987.1556553002797,85245.86923076923
India,paper bag,2016,39006530,134.62,146.98400786622182,289752.8599019462
India,plastic bag,2016,73817561,10.65,11.628136114806583,6931226.384976526
Indonesia,textile bag,2016,24835509,5560.0,6070.651342565689,4466.8181654676255
Indonesia,paper bag,2016,50897222,147.955,161.5437444944796,344004.7446858842
Indonesia,plastic bag,2016,5137032,6.97,7.610151053540082,737020.3730272597
Ireland,textile bag,2016,158584,7840.0,8560.055130524283,20.227551020408164
Ireland,paper bag,2016,4627285,201.93,220.4760117993327,22915.292428069133
Ireland,plastic bag,2016,578099,196.17,214.18699170343726,2946.92868430443
Israel,textile bag,2016,671485,6610.0,7217.087297546619,101.58623298033282
Israel,paper bag,2016,6606625,626.11,683.6143007362956,10551.859896823242
